belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,release_year,return,day_of_week
,0.0,"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}]",337789,en,"Standard boy-girl malt shoppe doings, with a free speech on campus sub-plot dropped in.",0.00118,"['Paramount Pictures', 'Hertlandy Productions']",['United States of America'],1967-03-03,0.0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Let's Sing! Let's Rock! Let's Make The Scene!,"C'mon, Let's Live a Little",0.0,1967,0.0,viernes
,6700000.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",244539,en,"A manic-depressive mess of a father tries to win back his wife by attempting to take full responsibility of their two young, spirited daughters, who don't make the overwhelming task any easier.",6.502973,"['Paper Street Films', 'Bad Robot', 'Park Pictures', 'KGB Media']",['United States of America'],2014-01-18,1430655.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sometimes family is the best medicine.,Infinitely Polar Bear,6.9,2014,0.2135305970149253,sábado
,11.0,"[{'id': 99, 'name': 'Documentary'}]",69054,en,"In this tour de force filmed lecture, Slavoj Žižek lucidly and compellingly reflects on belief - which takes him from Father Christmas to democracy - and on the various forms that belief takes, drawing on Lacanian categories of thought. In a radical dismissal of todays so called post-political era, he mobilizes the paradox of universal truth urging us to dare to enact the impossible. It is a characteristic virtuoso performance, moving promiscuously from subject to subject but keeping the larger argument in view.",0.037647,[],[],2004-03-23,0.0,71.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A cinematic experience of Žižek's interpretations of reality and virtual reality.,Slavoj Žižek: The Reality of the Virtual,5.0,2004,0.0,martes
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",49584,en,"Alice, Judy and Sally are three Australian roommates who are unlucky in love. Over the course of a year, they endure numerous personal ups and downs. Meanwhile, Ewan, Joel and Neil are friends and coworkers with similar problems, and gradually their lives intersect with the trio of women to varying degrees. Will any of these young people finally find a satisfying relationship?",0.789681,"['New South Wales Film & Television Office', 'Showtime Australia', 'Australian Film Finance Corporation (AFFC)', 'Premium Movie Partnership']",['Australia'],1999-10-06,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,3 girls. 3 guys. 365 days to get it together.,Strange Planet,6.1,1999,0.0,miércoles
,1800000.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",542,es,The young Father Amaro is put to the test. He is sent to Mexico to help take care of aging Father Benito when he meets a 16-year-old girl that he begins and affair with. It turns out the girls mother had been having an affair with Father Benito. Father Amaro must soon choose between the holy or the sinful life.,2.195447,"['Instituto Mexicano de Cinematografía', 'Alameda Films', 'Cinecolor-México', 'Cinecolor-Argentina', 'Artcam y Fonds Sud Cinéma']",['Mexico'],2002-10-01,0.0,118.0,"[{'iso_639_1': 'es', 'name': 'Español'}]",Released,Lead us not into temptation,The Crime of Padre Amaro,6.2,2002,0.0,martes
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",102081,en,"In wartime England, circa 1941, poorly-armed tugs are sent into ""U-Boat Alley"" to rescue damaged Allied ships. An American named David Ross arrives to captain one of these tugs. He's given a key by a fellow tugboat-man -- a key to an apartment and its pretty female resident. Should something happen to the friend, Ross can use the key.",2.029832,['High Road'],['United Kingdom'],1958-05-28,0.0,134.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,He had the life expectancy of a match.,The Key,6.4,1958,0.0,miércoles
,0.0,"[{'id': 99, 'name': 'Documentary'}]",267752,en,"From her childhood bedroom in the Chicago suburbs, an American teenage girl uses social media to run the revolution in Syria. Armed with Facebook, Twitter, Skype and cameraphones, she helps her social network in Damascus and Homs braves snipers and shelling in the streets and the world the human rights atrocities of one of the most brutal dictators. But as the revolution rages on, everyone in the network must decide what is the most effective way to fight a dictator: social media or AK-47s.",0.108531,[],[],2013-11-21,0.0,74.0,[],Released,The Social Network Takes on a Dictator,#chicagoGirl,7.0,2013,0.0,jueves
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",29451,en,"A down-on-his-luck farmer makes a deal with the devil for seven years of prosperity. When Mr. Scratch comes to collect, orator and hero of the common man Daniel Webster comes to the rescue.",6.735297,['RKO Radio Pictures'],['United States of America'],1941-10-29,0.0,107.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A GREAT MOTION PICTURE DARES TO BE DIFFERENT!,The Devil and Daniel Webster,7.7,1941,0.0,miércoles
,0.0,"[{'id': 99, 'name': 'Documentary'}, {'id': 12, 'name': 'Adventure'}]",203766,en,"This documentary series follows actors Ewan McGregor and Charley Boorman on a motorcycle trip around the world. The two friends will travel through such places as Siberia, Kazakhstan, Mongolia, and Alaska, before finally ending the journey in New York. The filming will be done by on board cameras and one ride along cameraman.",2.091255,[],[],2004-10-03,0.0,294.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"2 men, 2 bikes, 20,000 miles...",Long Way Round,8.2,2004,0.0,domingo
,0.0,"[{'id': 99, 'name': 'Documentary'}]",64288,en,"Examines the profound claim that most, if not all, of the degenerative diseases that afflict us can be controlled, or even reversed, by rejecting our present menu of animal-based and processed foods.",3.089226,['Monica Beach Media'],['United States of America'],2011-05-06,664747.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Warning - This movie could save your life!,Forks Over Knives,7.0,2011,inf,viernes
['The Chronicles of Narnia Collection'],180000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",411,en,"Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",18.13542,"['Walt Disney', 'Walden Media']","['United Kingdom', 'United States of America']",2005-12-07,748806957.0,143.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Evil Has Reigned For 100 Years...,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",6.7,2005,4.16003865,miércoles
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",107812,it,no overview yet,0.0779,[],[],1979-04-24,0.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"When in Rome, never do what they do.",Lovers and Liars,8.0,1979,0.0,martes
,0.0,"[{'id': 12, 'name': 'Adventure'}]",43194,en,"A movie adaptation of Homer's second epic, that talks about Ulysses' efforts to return to his home after the end of ten years of war.",1.993626,['Lux Film'],['Italy'],1954-10-06,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,History's Greatest Epic...On the Screen at Last!,Ulysses,6.3,1954,0.0,miércoles
,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",101176,en,"Ann, a reclusive elegant lady, with an obsession for butterflies, is befriended by the eerily beautiful young Alice. Using her seductive innocence, Alice establishes a disturbing mother daughter relationship with Ann. Lured into her twisted world, Ann soon discovers that she is not the only recipient of the girl's affections. Confronted by Alice's other lady friends, Ann's shock awakens a dark, hidden past, unchaining a spiral of madness: a series of brutal and bizarre crimes that Ann will have to commit to preserve her harmless and deceptive appearances. The only one who recognizes there's something unsettling about Ann, is nine year old Julie, her next door neighbour's daughter. With the inevitable curiosity of a child, Julie begins to explore the corners of Ann's apartment, discovering a dark secret hidden in the walls of the forbidden butterfly room. No one believes what she's seen except for Ann's daughter. Horrified, she realises that the fate of the young girl lies in her hands.",6.569589,"['Rai Cinema', 'Achab Film', 'Wiseacre Films', 'Emergency Exit Pictures']","['Italy', 'United States of America']",2012-08-04,1081.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Kids should never grow up,The Butterfly Room,5.9,2012,inf,sábado
,22000000.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",164457,en,"Two brothers live in the economically-depressed Rust Belt, when a cruel twist of fate lands one in prison. His brother is then lured into one of the most violent crime rings in the Northeast.",6.760321,"['Appian Way', 'Scott Free Productions', 'Relativity Media', 'Energy Entertainment', 'Red Granite Pictures']",['United States of America'],2013-12-06,15400000.0,116.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Sometimes your battles choose you.,Out of the Furnace,6.5,2013,0.7,viernes
['The Cheetah Girls Collection'],0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10402, 'name': 'Music'}, {'id': 10770, 'name': 'TV Movie'}]",27621,en,"Chanel, Dorinda, and Aqua, are off to India to star in a Bollywood movie. But when there they discover that they will have to compete against each other to get the role in the movie. Will the Cheetah's break up again?",3.127143,"['Walt Disney Pictures', 'Disney Channel']",['United States of America'],2008-08-22,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What if only one star can shine?,The Cheetah Girls: One World,4.9,2008,0.0,viernes
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",36568,en,"Paulie, an intelligent parrot who actually talks, relates the story of his struggle to a Russian immigrant who works as a janitor at the research institute where he is housed and neglected. Paulie's story begins many years earlier when he is given as a gift to a little girl who stutters. Eventually, he teaches the girl to speak correctly but is taken away by her father because he believes the girl cannot distinguish fantasy from reality because she believes the bird can talk. Paulie goes through a series of adventures with a pawn shop owner, an aging widow, a Mexican-American troubadour and a would be thief before being taken to the institute where he now lives",3.913118,"['DreamWorks SKG', 'Mutual Film Company']",['United States of America'],1998-04-17,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,The Bird is the Word,Paulie,6.0,1998,0.0,viernes
,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",281826,en,A freelance computer hacker discovers a mysterious government computer program. He breaks into the program and is thrust into a revolution.,1.216647,"['Distant Thunder Films', 'Spiritus Vult']",['United States of America'],2014-07-19,0.0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The geeks have inherited the earth...the rest of you just don't know it yet.,Algorithm,5.4,2014,0.0,sábado
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",192097,en,"When Sanju a master safe cracker teams up with two dangerous criminals to commit one last heist. The robbery is successful and Sanju is given the task of hiding the money till things cool down and the booty can be split. Three months later, the associates return to collect their share of the loot, but Sanju refuses to even recognize them! They realize he enrolled into an accident and is suffering from strong amnesia and decide to stay with Sanju and his wife Neetu until Sanju remembers where he hid the money. What dangerous game is Sanju playing?",1.102538,[],[],2013-06-28,0.0,137.0,[],Released,Remember Not To Forget,Ghanchakkar,4.9,2013,0.0,viernes
,0.0,"[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",358982,en,"A young couple arrive at a retreat in the English countryside in the hope of saving their failing marriage. But when the people around them start to be picked off by a vicious killer, the weekend becomes a matter of saving their lives.",0.571042,['Lost Boy Pictures'],['United Kingdom'],2015-08-24,0.0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Enjoy your stay,Eden Lodge,3.7,2015,0.0,lunes
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]",97361,hi,"Deshu, a mechanic from Dubai, comes home to Mumbai, and gets embroiled in a crime by accident. The film shows his meteoric rise from common, law-abiding man to underworld kingpin. After his mother passes away, Mumbai-based Deshu returns from Dubai to condole his married sister, Kumud, and retired police constable father, but becomes embroiled with the police as well as the underworld after he witnesses a brutal homicide. Hounded by both the police and goons affiliated to Mangli, he decides to enter the criminal world of Hashimbhai, a rival of the later, and begins his career by killing Mangli. His rise in the gang is phenomenal, and his association with Bollywood beauty, Bhakti Bhatnagar, creates jealously amongst Hashim's sons, Shabbir and Muqarram, who also feel demoralized and threatened, and use every opportunity to instigate their father against him, while the Mumbai Police assign 'Encounter Specialist' Inspector Razaak the task of doing away with Deshu.",0.61062,[],['India'],2005-06-03,0.0,107.0,"[{'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Underworld Badshah,'D',5.8,2005,0.0,viernes
,2000000.0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",431093,en,"On the surface, Clara Barron seems to have it all: a job as an OB-GYN; a great house in LA; and a loving family. But, the one thing Clara doesn't have figured out is her love life. Pressured by a family wedding in Mexico, Clara asks a co-worker to pose as her boyfriend for the weekend festivities,- only to be caught by surprise when her ex- boyfriend (and family favorite) suddenly shows up after disappearing from her life completely. Torn, Clara must decide between going back to the past or open her heart to new and unexpected possibilities.",7.077991,"['Videocine S.A. de C.V.', 'Pantelion Films', 'Draco Films', 'Ring Cine']",['Mexico'],2017-02-10,0.0,102.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"If her heart doesn't choose, her family will.",Everybody Loves Somebody,6.3,2017,0.0,viernes
,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",20330,en,"A newspaper publisher, wanting to prove a point about the insufficiency of circumstantial evidence, talks his possible son-in-law Tom into a hoax in an attempt to expose ineptitude of the city's hard-line district attorney. The plan is to have Tom plant clues leading to his arrest for killing a female nightclub dancer. Once Tom is found guilty, he is to reveal the setup and humiliate the DA.",1.609677,['Bert E. Friedlob Productions'],['United States of America'],1956-09-05,0.0,80.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Put them all together they spell M-U-R-D-E-R !,Beyond a Reasonable Doubt,7.0,1956,0.0,miércoles
,0.0,"[{'id': 10749, 'name': 'Romance'}]",65345,en,A sexually active Texas college guy begins to reevaluate his practice of mutual masturbation with straight buddies after he meets an unapologetically gay fellow student.,0.815856,['TLA Releasing'],['United States of America'],2011-06-25,0.0,75.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Beers. Steers... and a few Queers.,Longhorns,5.4,2011,0.0,sábado
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",227402,en,Romantic comedy drama about three friends in New York. Cassie has come to New York and goes to work as a model where her friend Gladys works. She falls in love with wealthy young Jerry who is already married. Gladys has the same probelm with her man Phelps.,0.209672,['Columbia Pictures Corporation'],['United States of America'],1932-02-10,0.0,68.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A virtuous small town girl supports her mother on her salary as a soda jerk.,Three Wise Girls,5.6,1932,0.0,miércoles
,0.0,"[{'id': 35, 'name': 'Comedy'}]",18618,en,"When a rumor spreads through the neighborhood that he's got more to offer than most men, an awkward virgin becomes popular beyond his wildest fantasies. Strippers, housewives and the town's most gorgeous eligible women throw themselves at him.",1.409533,"['Gettin It The Movie LLC', 'Second Slate Films']",['United States of America'],2006-01-01,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Size Does Matter...,Gettin' It,2.0,2006,0.0,domingo
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",12708,en,"A rich businessman and a young woman are attracted to each other, but he only wants an affair while she wants to save her virginity for marriage.",2.995169,"['Universal Pictures', 'Arwin Productions']",['United States of America'],1962-06-14,0.0,99.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,"Two of Hollywood's most beloved stars, Cary Grant and Doris Day, sparkle in a breezy, stylish comedy that's rich with romantic delights.",That Touch of Mink,6.2,1962,0.0,jueves
,0.0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}]",84505,en,"From a wheelchair a handicapped white man rules an area of Africa as a living god. He rules the local natives through superstition and stage magic and he rules the few white people through sadism, keeping them virtual prisoners. He lives for the day he can avenge himself horribly on the man who stole his wife and crushed his spine. Strong and macabre stuff in a nearly forgotten horror film.",0.108541,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],1932-10-01,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A white man - brutal leader of the world's last stand of the outlaw criminal!,Kongo,7.3,1932,0.0,sábado
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",18783,en,"Sergeant Joe Gunn and his tank crew pick up five British soldiers, a Frenchman and a Sudanese man with an Italian prisoner crossing the Libyan Desert to rejoin their command after the fall of Tobruk. Tambul, the Sudanese leads them to an abandoned desert fortress where they hope to find water. Soon a detachment of German soldiers arrives and attempts to barter food for water, but Gunn and his followers refuse. When the Germans attack, Gunn leads his desert-weary men in a desperate battle, hoping that British reinforcements can arrive in time.",2.27778,['Columbia Pictures Corporation'],['United States of America'],1943-09-02,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,Their dramatic story can now be told!,Sahara,7.3,1943,0.0,jueves
['Mega Shark Collection'],0.0,"[{'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",52454,en,"When the prehistoric warm-water beast the Crocosaurus crosses paths with that cold-water monster the Mega Shark, all hell breaks loose in the oceans as the world's top scientists explore every option to halt the aquatic frenzy. Swallowing everything in their paths -- including a submarine or two -- Croc and Mega lead an explorer and an oceanographer on a wild chase. Eventually, the desperate men turn to a volcano for aid.",7.006573,['The Asylum'],['United States of America'],2010-12-21,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Whoever wins... we lose!,Mega Shark vs. Crocosaurus,2.7,2010,0.0,martes
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11403,en,A young man abandons his family for a solitary life of fly-fishing. His goal was to find his own way in the fishing world and thereby find himself and love.,1.421703,[],['United States of America'],2010-04-09,0.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One man's struggle to catch his dreams.,The River Why,5.7,2010,0.0,viernes
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",18910,en,"Col. Vincent Kane is a military psychiatrist who takes charge of an army mental hospital situated in a secluded castle. Among Kane's many eccentric patients is Capt. Billy Cutshaw, a troubled astronaut in the midst of an existential crisis. Although Kane's own grasp on sanity is questionable, he manages to engage Cutshaw in a series of thoughtful conversations about science and faith that deeply affect the lives of both men.",3.491636,['Ninth Configuration'],['United States of America'],1980-02-29,0.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,How do you fight a war called madness?,The Ninth Configuration,7.1,1980,0.0,viernes
['Antboy Collection'],0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",198436,da,"12-year-old Pelle accidentally gets bitten by an ant and develops unimaginable superpowers. With help from his friend, comic book nerd Wilhelm, Pelle creates a secret identity as the superhero Antboy. Slowly things start to happen in the surburban community, and when a scary and crazy supervillain, Flea, enters the scene, Antboy must step up to the challenge.  The first Danish superhero-movie. Based on the books by Kenneth Bøgh Andersen.",6.383492,['Nimbus Film Productions'],['Denmark'],2013-09-07,0.0,76.0,"[{'iso_639_1': 'da', 'name': 'Dansk'}]",Released,Superheroes come in all sizes,Antboy,5.3,2013,0.0,sábado
,0.0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10752, 'name': 'War'}]",343070,en,"International Flight 42 is on course, when all of a sudden a massive and weird storm crops up around the plane. This sends the plane back in time to the year 1940- smack dab in the middle of WWII! Now, the crew and passengers must not only find a way back to their time, but fight off the Axis powers.",0.537919,['The Asylum'],['United States of America'],2015-06-02,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,The greatest battle that never happened!,Flight World War II,4.9,2015,0.0,martes
,0.0,"[{'id': 99, 'name': 'Documentary'}]",82594,en,"Chronicles the last great American showman, filmmaker William Castle, a master of ballyhoo who became a brand name in movie horror with his outrageous audience participation gimmicks.",0.116412,[],[],2007-11-08,0.0,82.0,[],Released,He was just another movie director...until he found himself a gimmick.,Spine Tingler! The William Castle Story,8.0,2007,0.0,jueves
,70000000.0,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",879,en,"The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.",14.508137,"['Amblin Entertainment', 'TriStar Pictures']",['United States of America'],1991-12-11,300854823.0,144.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,What if Peter Pan grew up?,Hook,6.7,1991,4.297926042857143,miércoles
,0.0,"[{'id': 36, 'name': 'History'}, {'id': 10402, 'name': 'Music'}, {'id': 18, 'name': 'Drama'}]",43866,en,"Nina Maria Azara is the beautiful and alluring singing spy for Spain during the Napoleonic Wars. Her mission is to seduce French Officers, in order for them to reveal Napolean's intentions toward Spain. She is sent to Bayonne, France to gather military secrets. Prior to this, she meets, Don Diego while performing at a club. Unknown to her, Don Diego is actually Captain Andre, who is sent to Spain to spy on her. While in France, Nina discovers Diego's true identity, only after she has fallen in love with him. Nina Maria outwits her potential captors and returns to Spain, and goes into hiding. Napoleon's troops invade Spain, resulting in Nina's capture. In a strange twist of fate, Nina and Captain Andre are reunited, but, the 2 nations are now at war... Written by Kelly",0.207589,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],1937-11-05,0.0,131.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Jeanette MacDonald Is The Luminous Singing Spy!,The Firefly,7.0,1937,0.0,viernes
,0.0,"[{'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",20321,en,"While treating a policewoman for smoking, hypnotherapist Michael Strother has a telepathic vision of a young girl floating beneath the surface of a stream. The escaped victim of a ritualistic serial killer, the girl has become mute, and Michael is called upon by Scotland Yard to unlock the secrets she holds in order to catch a man who believes he has discovered the key to immortality.",6.327386,"['Film Council', 'BBC Films', 'British Screen', 'The Film Consortium', 'Kismet Film Company']","['United Kingdom', 'France']",2002-02-01,0.0,108.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,The deeper the sleep. The darker the fear.,Close Your Eyes,5.6,2002,0.0,viernes
,0.0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",33738,en,"The Wolves baseball team gets steamed when they find they've been inherited by one K.C. Higgins, a suspected ""fathead"" who intends to take an active interest in running the team. But K.C. turns outs to be a beautiful woman who really knows her baseball. Second baseman Dennis Ryan promptly falls in love. But his playboy roommate Eddie O'Brien has his own notions about how to treat the new lady owner and some unsavory gamblers have their own ideas about how to handle Eddie.",1.795678,['Metro-Goldwyn-Mayer (MGM)'],['United States of America'],1949-03-09,0.0,93.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"A Homerun Of Laughter, Romance And Fun",Take Me Out to the Ball Game,6.9,1949,0.0,miércoles
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",48691,it,"Two documentary filmmakers go back in time to the pre-Civil War American South, to film the slave trade.",1.305563,['Euro International Film (EIA)'],['Italy'],1971-09-30,0.0,123.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,300 years of hate explode today!,Goodbye Uncle Tom,6.5,1971,0.0,jueves
['Avatar Collection'],237000000.0,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",19995,en,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",185.070892,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Lightstorm Entertainment']","['United States of America', 'United Kingdom']",2009-12-10,2787965087.0,162.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,Enter the World of Pandora.,Avatar,7.2,2009,11.763565767932487,jueves
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]",10912,en,"At the start of World War I, Paul Baumer is a young German patriot, eager to fight. Indoctrinated with propaganda at school, he and his friends eagerly sign up for the army soon after graduation. But when the horrors of war soon become too much to bear, and as his friends die or become gravely wounded, Paul questions the sanity of fighting over a few hundreds yards of war-torn countryside.",9.234545,"['Norman Rosemont Productions', 'Marble Arch Productions', 'ITC Entertainment Group']","['United Kingdom', 'United States of America']",1979-11-14,0.0,150.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"They left for war as boys, never to return as men.",All Quiet on the Western Front,5.9,1979,0.0,miércoles
,2.0,"[{'id': 10751, 'name': 'Family'}, {'id': 18, 'name': 'Drama'}]",305747,pt,"HOOVEY is the true and inspiring story of the Elliott family, who refused to surrender, instead turning to one another and their faith in the worst of circumstances, to rebuild their lives, their boy, and their dreams... together. Step by grueling step, with faith, love, and the tireless work of a mother and father to save their family, their farm, their dream, Hoovey learns to walk again. To read again. To dribble and shoot a basketball again. And yes, to dream again himself. Then stepping out in his faith, back onto the hard court, to live that dream of playing this game once more...",1.259813,"['EchoLight Studios', 'Gundersen Entertainment']",['United States of America'],2015-01-31,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Rebounding From Death's Door,Hoovey,5.9,2015,0.0,sábado
,0.0,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",288286,pt,"In a small village in the hinterland, three stories of love and desire are changing the emotional landscape of its residents. Characters of a romanesque world in which their conceptions of life are limited on one side by human instincts, on the other by a blind and fatalist fate.",0.172293,[],['Brazil'],2014-07-26,0.0,121.0,"[{'iso_639_1': 'pt', 'name': 'Português'}]",Released,Only desire is stronger than love,The History of Eternity,8.3,2014,0.0,sábado
